Date,Open,High,Low,Close,Volume
1962-01-02 00:00:00-05:00,1.530517448083044,1.530517448083044,1.5133204460144043,1.5133204460144043,407940
1962-01-03 00:00:00-05:00,1.5133196781562823,1.5265480279922483,1.5133196781562823,1.5265480279922483,305955
1962-01-04 00:00:00-05:00,1.5265481855341034,1.5265481855341034,1.510674203680194,1.5113356113433838,274575
1962-01-05 00:00:00-05:00,1.5093526644933692,1.5093526644933692,1.4789274923827993,1.481573224067688,384405
1962-01-08 00:00:00-05:00,1.480250613577304,1.480250613577304,1.4418885328533386,1.4537938833236694,572685
1962-01-09 00:00:00-05:00,1.460406744318347,1.4895091786706782,1.460406744318347,1.470989465713501,517770
1962-01-10 00:00:00-05:00,1.4736363887786863,1.4802504717395526,1.4736363887786863,1.4736363887786863,313800
1962-01-11 00:00:00-05:00,1.4776040617519597,1.4895097017288208,1.4776040617519597,1.4895097017288208,337335
1962-01-12 00:00:00-05:00,1.4921549558639526,1.5027374803595182,1.4921549558639526,1.4921549558639526,462855
1962-01-15 00:00:00-05:00,1.4974476786884472,1.5020777359147062,1.4974476786884472,1.4987705945968628,266730
1962-01-16 00:00:00-05:00,1.497447290293591,1.497447290293591,1.4828962087631226,1.4828962087631226,266730
1962-01-17 00:00:00-05:00,1.4762812740932711,1.4762812740932711,1.4551159238532565,1.4590842723846436,439320
1962-01-18 00:00:00-05:00,1.4630529880523682,1.477604061886607,1.4630529880523682,1.4630529880523682,392250
1962-01-19 00:00:00-05:00,1.4630545656955256,1.467022918696563,1.447180460909595,1.4643772840499878,423630
1962-01-22 00:00:00-05:00,1.46437694869983,1.4789282328301503,1.460408497638763,1.4617313146591189,290265
1962-01-23 00:00:00-05:00,1.461070148128376,1.463054373853127,1.4445346368490135,1.4471802711486816,392250
1962-01-24 00:00:00-05:00,1.4471794142542678,1.4551165103912354,1.4399039242380969,1.4551165103912354,431475
1962-01-25 00:00:00-05:00,1.4551157325398154,1.4670210734748466,1.436596016401441,1.439241647720337,337335
1962-01-26 00:00:00-05:00,1.4392419114484734,1.4445332740245609,1.431304917068702,1.4319664239883425,258885
1962-01-29 00:00:00-05:00,1.4319669243844082,1.4418881460838806,1.4074944257736206,1.4074944257736206,611910
1962-01-30 00:00:00-05:00,1.4074952018675642,1.4154322033973616,1.3896368741989136,1.3896368741989136,776655
1962-01-31 00:00:00-05:00,1.403525947590929,1.4339510202407837,1.403525947590929,1.4339510202407837,800190
1962-02-01 00:00:00-05:00,1.4485019608898322,1.4709902308090246,1.4485019608898322,1.4670215845108032,674670
1962-02-02 00:00:00-05:00,1.467022106706858,1.4762821197509766,1.4604080237512822,1.4762821197509766,533460
1962-02-05 00:00:00-05:00,1.476280882136159,1.476280882136159,1.4498241766182989,1.4577611684799194,329490
1962-02-06 00:00:00-05:00,1.457960454560188,1.4606064472006337,1.4526683702970795,1.4592833518981934,274575
1962-02-07 00:00:00-05:00,1.4606064558029177,1.4685446317354414,1.4606064558029177,1.4606064558029177,266730
1962-02-08 00:00:00-05:00,1.460606205978046,1.4685443805528096,1.460606205978046,1.461929202079773,23535
1962-02-09 00:00:00-05:00,1.4619296049767896,1.4725136756896973,1.455314622645115,1.4725136756896973,455010
1962-02-12 00:00:00-05:00,1.4725142796496304,1.484421549677163,1.47119138162293,1.4738373756408691,298110
1962-02-13 00:00:00-05:00,1.4738354794061812,1.475158474712987,1.450021266937256,1.450021266937256,274575
1962-02-14 00:00:00-05:00,1.4500222233524929,1.4553143070524444,1.4447301396525414,1.4473761320114136,219660
1962-02-15 00:00:00-05:00,1.4473767763497365,1.4473767763497365,1.4407618914899707,1.442084789276123,243195
1962-02-16 00:00:00-05:00,1.4420844636495478,1.4473764495282166,1.4407615661621094,1.4407615661621094,235350
1962-02-19 00:00:00-05:00,1.440761735692164,1.4473766198366245,1.4235623836337803,1.4262083768844604,298110
1962-02-20 00:00:00-05:00,1.4268704652786257,1.4341469492224117,1.4268704652786257,1.4268704652786257,305955
1962-02-21 00:00:00-05:00,1.42687076454509,1.4367933437136513,1.416286587715149,1.416286587715149,384405
1962-02-23 00:00:00-05:00,1.418269135718545,1.4235612168646885,1.418269135718545,1.420915126800537,305955
1962-02-26 00:00:00-05:00,1.4209163668942186,1.422239561554341,1.412978287738187,1.4156243801116943,313800
1962-02-27 00:00:00-05:00,1.4156235232478689,1.427530783247931,1.40768544889668,1.4182695150375366,368715
1962-02-28 00:00:00-05:00,1.418269135718545,1.420915126800537,1.4103310634904098,1.420915126800537,282420
1962-03-01 00:00:00-05:00,1.4262088034720797,1.4381160736083984,1.4262088034720797,1.4381160736083984,298110
1962-03-02 00:00:00-05:00,1.450021266937256,1.457959337760231,1.450021266937256,1.450021266937256,258885
1962-03-05 00:00:00-05:00,1.4500217678208034,1.4500217678208034,1.439437603745969,1.4447296857833862,376560
1962-03-06 00:00:00-05:00,1.444730647735477,1.4513456309590154,1.442084654446062,1.4460537433624268,196125
1962-03-07 00:00:00-05:00,1.4460529887007774,1.4506834745407104,1.4420839018557874,1.4506834745407104,133365
1962-03-08 00:00:00-05:00,1.4506837830909407,1.453991174697876,1.4420842085769483,1.453991174697876,196125
1962-03-09 00:00:00-05:00,1.4553145860318366,1.4632526636123655,1.4553145860318366,1.4632526636123655,305955
1962-03-12 00:00:00-05:00,1.463252297163701,1.4672211864866802,1.4579602137745924,1.461929202079773,298110
1962-03-13 00:00:00-05:00,1.461929452130932,1.461929452130932,1.4553144704908592,1.4606064558029177,133365
1962-03-14 00:00:00-05:00,1.460606956812851,1.4645759471583175,1.455314969685562,1.4579609632492063,211815
1962-03-15 00:00:00-05:00,1.4579599126316531,1.465897986584599,1.4553139209747314,1.4553139209747314,258885
1962-03-16 00:00:00-05:00,1.4553142215711388,1.461929202079773,1.4553142215711388,1.461929202079773,172590
1962-03-19 00:00:00-05:00,1.4645739892871343,1.4711891623174569,1.4645739892871343,1.4658970832824707,392250
1962-03-20 00:00:00-05:00,1.4632528016797932,1.4632528016797932,1.456637620925903,1.456637620925903,172590
1962-03-21 00:00:00-05:00,1.456637867485132,1.460606956812851,1.4526688771396656,1.4579609632492063,274575
1962-03-22 00:00:00-05:00,1.452668862405601,1.452668862405601,1.442084789276123,1.442084789276123,251040
1962-03-23 00:00:00-05:00,1.4434072424553122,1.4500222233524929,1.4434072424553122,1.4473761320114136,196125
1962-03-26 00:00:00-05:00,1.4473768533388218,1.4526689396761838,1.4447308596612691,1.4467153549194336,141210
1962-03-27 00:00:00-05:00,1.443406577502216,1.443406577502216,1.4182691667622762,1.419592261314392,368715
1962-03-28 00:00:00-05:00,1.4209158451654071,1.431500012808675,1.4209158451654071,1.427531123161316,345180
1962-03-29 00:00:00-05:00,1.427531117233939,1.4341459992735446,1.423561930656433,1.423561930656433,243195
1962-03-30 00:00:00-05:00,1.420915820524555,1.420915820524555,1.403055174036809,1.409670352935791,462855
1962-04-02 00:00:00-05:00,1.4090090829960344,1.4090090829960344,1.3904868364334106,1.3904868364334106,392250
1962-04-03 00:00:00-05:00,1.389163414482842,1.389163414482842,1.3415348691502296,1.3560879230499268,957090
